"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","318969.37","277620.12","272571.5","291201.96","343777.4","334151.32","355075.31","260123.44","292983.84","294542.81","240110.55","233533.51","269568.27","278139.17","295280.1","362229.36","335032.61","258382.55","315625.72","232578.68","263275.55","261706.02","328794.34","286569.23","289186.16"
"Max (BQML) Value","709333","622315.62","656242.94","643834.31","757239.62","714045.12","795407.94","578806.94","618545.88","589487.75","590273.12","519119.91","561214.94","619645.38","620744.88","749229","640378.75","523046.69","693468.81","496658.75","506240.06","549748.75","599697.38","555403.31","530743.19"
"Mean (BQML) Value","649514.56","560053.19","541231.75","575213.75","692593.69","663507.75","693259.19","510500.5","573506.25","576557.88","448040.09","437381.47","508006.28","515198.31","549632.94","660475.19","614579.06","473973.28","591130.75","421038.75","455414.78","455818.28","558559","486282.03","492928.22"
"Standard Deviation (BQML) Value","32242.1","26118.44","35515.98","26809.79","33582.02","29335.67","43937.82","25738.53","19450.36","8008.2","52697.16","29635.59","22386.64","46964.48","26046.69","49562.47","15745.68","28782.68","54053.34","31039.31","20758.84","47806.43","19711.04","33613.88","22090.27"
"Total (BQML) Value","19355533.96","16846399.88","16540042.28","17670566.4","20860921.87","20276796.84","21546495.55","15784675.46","17778693.75","17873294.12","14570263.85","14171159.59","16357802.26","16877896.72","17918033.76","21980614.24","20330275.39","15679036.14","19152636.3","14113218.9","15975950.53","15880708.92","19951727.48","17389445.44","17548244.59"
"Volume (ml) Value","0.49","0.5","0.5","0.51","0.5","0.5","0.51","0.51","0.51","0.51","0.54","0.53","0.53","0.54","0.54","0.55","0.55","0.55","0.53","0.55","0.58","0.57","0.59","0.59","0.59"
