"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","13830360.56","14032169.88","13230389.4","12979542.77","14319905.12","13571737.5","14396225.99","13419197.17","14808102.45","13697076.31","13233279.89","15417090.79","15454593.18","16045973.13","14611343.29","15186635.56","14641118.93","15113801.82","14756290.96","12412257.81","14779519.54","12627957.51","13038611.7","14895627.73","14845524.7"
"Max (BQML) Value","717029.44","713730.94","701008.19","675091.5","759438.62","668651.56","742317.88","703050.12","762108.88","749229","697866.81","779700.81","765878.56","868446","757867.94","786297.81","719699.69","777815.94","738548.19","651687.88","684986.94","649174.75","629540.88","706348.62","831691.38"
"Mean (BQML) Value","524778.5","533075.94","501185.88","492938.97","542309.31","509460.53","541039.69","504696.03","556505.06","514369.19","496276.47","578646.12","580139.81","601996.62","548011","569573.75","549616.94","567164.62","553214.88","465901","554291.19","473131.12","489229.97","557433","555489.5"
"Standard Deviation (BQML) Value","66250.91","59203.44","62250.28","52941.96","71868.54","61238.95","65944.13","57456.71","68263.48","76718.65","58164.03","80336.38","64209.21","92925.16","73546.01","66947.67","53362.16","74136.81","76260.33","65536.55","49180.61","53652.9","52911.87","58602.85","81179.14"
"Total (BQML) Value","839246768.34","851492856.49","802839629.45","787617884.27","868953057.6","823553137.98","873584321.03","814296764.66","898577594.32","831158882.7","803015028.55","935531909.06","937807609.7","973693421.14","886637957.12","921547544.55","888444787.13","917127885.21","895433596.67","753194192.64","896843141.38","766283170.05","791202274.66","903888758.16","900848431.94"
"Volume (ml) Value","26.35","26.32","26.4","26.33","26.41","26.64","26.61","26.59","26.61","26.63","26.67","26.64","26.64","26.65","26.66","26.66","26.64","26.65","26.67","26.64","26.66","26.69","26.65","26.72","26.73"
