"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","51647155.86","54468378.57","56536360.08","53082488.61","53828315.16","52179288.76","51125800.51","55722020.39","56607722.82","49787139.58","52495139.25","59207360.68","58441057.75","57009789.44","57747595.76","53170199.22","49822502.6","54108340.83","54555644.38","56554106.47","53790755.37","52101412.07","48016106.92","52079835.83","61625861.64"
"Max (BQML) Value","704149.62","866875.25","812528.69","756140.19","959233.06","770119.5","702264.75","771690.19","849283.31","788968","729595.12","837817.12","989547.75","929546.62","767135.12","772946.75","738077","831691.38","745302.25","756454.31","868446","742946.19","681217.25","756454.31","841272.69"
"Mean (BQML) Value","506612.41","534403.56","554420.56","520614.31","527744.88","511636.97","500614.69","545528.5","554231.88","487270.88","513754.41","579082.56","571565.56","557143.62","564757.88","519717.28","486875.69","528829.31","533053.38","552747.31","525610.25","509050.56","469356.25","508898.75","587824.06"
"Standard Deviation (BQML) Value","64411.31","74522.98","77475.94","62637.13","77218.51","70961.97","64821.61","71493.29","68909.55","74481.44","71285.38","74618.9","87951.28","79129.09","69779.62","67638.65","64002.29","70779.24","62106.5","62498.46","78229.96","73061.22","69752.35","68538.84","78508.83"
"Total (BQML) Value","3134025932.04","3305221905.64","3430710087.11","3221124049.73","3266381909.73","3166316544.81","3102389316.79","3381294748.7","3435040484.15","3021157388.34","3185482820.51","3592790360.87","3546289963.84","3459438482.1","3504209662.8","3226446459.38","3023303269.1","3283374282.28","3310517324.37","3431786964.39","3264102725.73","3161590871.55","2913688503","3160281593.45","3739548581.93"
"Volume (ml) Value","101.95","101.92","101.97","101.96","102","101.98","102.13","102.14","102.14","102.18","102.18","102.24","102.25","102.33","102.25","102.31","102.33","102.32","102.35","102.31","102.34","102.35","102.3","102.34","104.84"
