"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG_Sphere 1","BG_Sphere 2","BG_Sphere 3","BG_Sphere 4","BG_Sphere 5","BG_Sphere 6","Sphere- 1","Sphere- 1 (Above 50% CNTS)","Sphere- 2","Sphere- 2 (Above 50% CNTS)","Sphere- 3","Sphere- 3 (Above 50% CNTS)","Sphere- 4","Sphere- 4 (Above 50% CNTS)","Sphere- 5","Sphere- 5 (Above 50% CNTS)","Sphere- 6","Sphere- 6 (Above 50% CNTS)"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","3534954.57","4059672.63","3960704.15","3836154.92","3766804.43","3916866.59","3978623.71","4006334.55","3974340.49","4064611.36","31457.55","51264.19","154123.87","405985.45","809557.39","1795038.41","55723.87","55723.87","153530.72","153530.72","414776.61","413775.35","1339881.73","1311677.68","3554067.76","3145469.03","10138813.24","8573959.35"
"Max (BQML) Value","98479.77","132699.86","116853.91","106601.82","102421.36","96688.15","131246.64","114027.12","117152.52","102421.36","109906.38","99355.68","103874.56","97484.43","107059.68","111001.26","170105.05","170105.05","278737.38","278737.38","312380.16","312380.16","382074.47","382074.47","536114.56","536114.56","652291.62","652291.62"
"Mean (BQML) Value","70558.95","80934.39","79079.62","76575.57","75160.85","78105","79324.23","79900.44","79226.61","81127.23","88636.65","75318.66","88275.59","86192.34","83247.18","77001.44","153911.95","153911.95","222074.02","222074.02","238788","239113.27","279827.94","283127.59","347608.25","368564.31","418677.53","455589.84"
"Standard Deviation (BQML) Value","7992.08","10349.38","11077.89","8472.77","8843.11","6772.03","12396.08","10563.69","11176.31","7830.36","12507.92","7083.66","7509.41","5673.88","8214.91","10930.28","9455.75","9455.75","33125.41","33125.41","39963.66","39686.84","48691.73","45967.68","78188.83","67798.82","103327.59","86267.5"
"Total (BQML) Value","237453456.13","272700335.77","266052327.17","257685983.17","253027503.57","263107627.2","267256037.49","269117457.57","266968321.08","273032084.74","2113097.7","3443568.96","10352960.72","27271255.09","54380387.66","120578091.01","3743138.7","3743138.7","10313117.29","10313117.29","27861783.84","27794526","90003857.82","88109307.17","238737346.1","211290549.07","681054366.53","575938456.88"
"Volume (ml) Value","50.1","50.16","50.09","50.1","50.12","50.15","50.16","50.14","50.16","50.1","0.35","0.68","1.75","4.71","9.72","23.31","0.36","0.36","0.69","0.69","1.74","1.73","4.79","4.63","10.22","8.53","24.22","18.82"
