"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Series Date","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28"
"Integral Total (CNTS*ml) Value","561.05","876.64","830.49","845.36","821.78","755.47","853.66","618.11","843.66","858.42","766.34","570.99","771.48","857.66","749.84","601.22","692.65","660.41","760.06","895.62","660.69","597.75","726.68","819.72","890.72"
"Max (CNTS) Value","450","534","498","573","400","435","574","385","521","751","408","362","435","577","451","402","512","458","580","559","365","299","403","406","416"
"Mean (CNTS) Value","229.74","344.85","339.09","332.39","323.12","309.66","335.1","242.47","338.38","338.55","300.26","233.48","312.64","348.23","301.76","234.64","278.07","261.57","295.87","349.21","256.83","232.1","282.09","318.14","345.29"
"Mean Ratio (-) Value","1","1.5","1.48","1.45","1.41","1.35","1.46","1.06","1.47","1.47","1.31","1.02","1.36","1.52","1.31","1.02","1.21","1.14","1.29","1.52","1.12","1.01","1.23","1.38","1.5"
"Volume (ml) Value","2.44","2.54","2.45","2.54","2.54","2.44","2.55","2.55","2.49","2.54","2.55","2.45","2.47","2.46","2.48","2.56","2.49","2.52","2.57","2.56","2.57","2.58","2.58","2.58","2.58"
