"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","7088605.62","7207853.62","7539141.78","6569597.78","8000335.21","7344358.95","6650088.87","6821719.13","7393142.22","7172469.23","6869744.69","6947894.78","7206624.79","7075607.61","7242728.01","7474905.71","6986330.4","6525126.58","7344774.64","7209640.37","6818966.22","7077421.22","7313786.71","7219635.62","6923832.21"
"Max (BQML) Value","132699.52","124517.77","136979.5","101545.19","124458.05","103993.73","98240.64","110543.11","140005.34","126150.13","117510.53","125513.12","108273.73","116853.61","138850.75","229267.97","112812.5","108970.47","116057.33","131246.31","109846.38","115181.42","133455.97","113509.24","110244.51"
"Mean (BQML) Value","78454.06","76568.95","83314.14","72546.36","88494.01","81251.45","73492.23","72413.91","81739.45","79300.7","72866.14","76837.98","76521.53","78213.81","80110.2","82702.78","74184.74","72011.71","77975.12","79648.23","75398.73","75140.12","80778.59","79786.99","76552.21"
"Standard Deviation (BQML) Value","11857.03","12805.67","12570.22","8703.37","10188.17","8248.16","7743.23","10703.12","13517.02","11015.41","10969.99","11658.6","9013.5","10856.78","13223.25","16878.43","12019.19","10665.5","8978.52","13124.73","9146.43","13174.24","12158.96","10662.14","9394.21"
"Total (BQML) Value","476162810.61","484173055.43","506426670.07","441299504.08","537406410.64","493342525.65","446706330.87","458235248.19","496619443.52","481796179.88","461461268.58","466710843.57","484090510.99","475289695.8","486515672.39","502111741.75","469292679.08","438312240.73","493370448.91","484293076.79","458050327.28","475411521.45","491288897.38","484964487.39","465094488.59"
"Volume (ml) Value","90.35","94.14","90.49","90.56","90.41","90.39","90.49","94.2","90.45","90.45","94.28","90.42","94.18","90.46","90.41","90.38","94.17","90.61","94.19","90.52","90.44","94.19","90.54","90.49","90.45"
