"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","1630474.44","1612290.14","1819503.86","1766202.91","1658581.39","1629396.42","1854431.09","1564976.76","1716042.97","1758227.97","1589948.17","1575931.09","1557025.39","1675289.07","1805374.64","1717223.71","1610152.36","1771143.81","1625570.37","1981906.42","1659072.37","1834309.92","1737547.56","1747693.91","1652917.54"
"Max (BQML) Value","70117.05","85007.25","94001.15","73839.61","80972.23","60797.1","106092.64","71665.86","70117.05","78173.52","78798.48","90278.6","63595.8","73214.66","95237.47","81583.59","72277.23","71978.34","78798.48","111363.98","89028.7","114162.69","70117.05","76312.25","65457.08"
"Mean (BQML) Value","32490.79","32021.27","36131.99","35191.71","32770.89","32221.92","36654.8","31635.32","33981.81","35392.7","31928.34","31648.75","31265.33","33093.61","35745.31","34083.56","32034.51","35459.29","32040.62","40154.72","33605.38","36896.79","34544.52","34690.8","32819.23"
"Standard Deviation (BQML) Value","7443.59","9382.37","10920.94","9284.36","7166.87","7924.97","12274.71","8368.01","7650.04","7971.48","7593.13","8942.03","7658.65","10154.39","10608.02","10186.28","8700.65","8253.65","7945.53","11584.72","9332.02","12707.75","9431.55","7455.26","7044.35"
"Total (BQML) Value","109523837.5","108302344.41","122221508.84","118641124.42","111411865.56","109451424.23","124567674.97","105124162.91","115271731.84","118105424.26","106801567.38","105859998.42","104590045.86","112534170.09","121272406.81","115351045.58","108158742.82","118973019.77","109194416.72","133130573.68","111444845.96","123216076.09","116716259.03","117397819.52","111031408.2"
"Volume (ml) Value","50.18","50.35","50.36","50.19","50.61","50.57","50.59","49.47","50.5","49.68","49.8","49.79","49.8","50.62","50.51","50.38","50.26","49.95","50.73","49.36","49.37","49.71","50.3","50.38","50.36"
