"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","3611102.45","2921707.69","3039675.36","3024440.59","3508157.96","3545136.48","3316153.99","3223982.16","3072017.87","3423570.16","3285127.65","3004367.75","3218979.07","3135826.94","3061420.8","3278842.87","2970743.46","3024580.4","3304519.9","3481945.52","3087765.14","3121695.61","2853789.21","3321923.49","3325928.89"
"Max (BQML) Value","116689.66","99787.38","119492.2","88214.25","119811.66","127318.94","119811.66","81331.36","137018.88","158291.94","163926.05","229298.97","332847.25","92904.49","116994.6","117938.46","123877.49","112928.77","100731.23","151089.59","129816.53","140140.86","100106.84","100106.84","109182.38"
"Mean (BQML) Value","39316.23","32702.78","33754.57","33745.83","39148.47","37195.25","36913.13","35530.57","33965.71","35853.93","34911.35","33162.28","35716.86","34521.66","34075.81","34617.61","32831.92","33308.76","34800.75","36763.32","34170.86","34297.96","31434.48","36560.53","34904.07"
"Standard Deviation (BQML) Value","12480.35","11523.48","12947.9","11321.11","12483.78","12764","12244.28","11154.78","12082.45","14585.58","13523.55","12274.69","13097.74","11791.14","12593.8","12050.71","12349.14","10591.77","11268.65","13906.12","13762.22","13156.72","10842.25","12765.37","12238.76"
"Total (BQML) Value","242568536.7","196259831.73","204184072.56","203160707.49","235653448.18","238137405.8","222755967.7","216564510.95","206356615.13","229971432.54","220671835.63","201812355","216228437.98","210642861.24","205644778.8","220249668.33","199553710.69","203170099.15","221974470.91","233892680.28","207414406.45","209693617.42","191697544.75","223143522.59","223412577.09"
"Volume (ml) Value","91.85","89.34","90.05","89.62","89.61","95.31","89.84","90.74","90.44","95.49","94.1","90.6","90.12","90.84","89.84","94.72","90.48","90.8","94.96","94.71","90.36","91.02","90.79","90.86","95.29"
