"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","970715.64","815230.75","842630.58","876330.31","849140.9","886818.95","816661.24","928853.68","835128.01","962319.84","832482.9","888030.31","882169.09","963057.01","1030255.3","866847.45","1034865.34","874415.94","771127.89","838563.03","966392.87","793437.42","808822.74","849770.34","1065952.57"
"Max (BQML) Value","73636.33","63718.22","72124.88","55061.74","62718.91","82792.47","67490.6","67240.77","54437.17","65979.15","72749.45","61082.55","55823.71","61594.7","70113.77","72624.53","74510.72","70113.77","66228.98","60457.99","85677.96","75759.85","63968.05","71500.31","84416.34"
"Mean (BQML) Value","37459.14","31126.51","33114.54","33764.9","33000.47","33838.29","31442.77","35625.96","31508.67","37028.79","31878.71","34262.08","33356.94","36729.77","38921.38","33758.92","39395.98","33618.63","30093.28","32125.46","37493.07","30045.08","30100.3","31494.35","38818.59"
"Standard Deviation (BQML) Value","10912.96","10721.49","8538.45","8445.24","9223.28","12019.92","9891.09","9611.34","7146.51","9932.31","8750.4","9683.36","7556.11","9587.58","8738.1","9329.03","9730.08","8874.11","6969.74","8682.06","9762.12","7491.84","6772.64","8447.24","15283.61"
"Total (BQML) Value","65205868.47","54761484.29","56602012.65","58865723.94","57039330.21","59570277.6","54857574.55","62393876.11","56098042.88","64641897.64","55920363","59651648.5","59257932.33","64691415.36","69205325.41","58228732.07","69514995.46","58737130.5","51798963.15","56328783.21","64915495.18","53297561.52","54331039.38","57081611.93","71603218.08"
"Volume (ml) Value","25.91","26.19","25.45","25.95","25.73","26.21","25.97","26.07","26.5","25.99","26.11","25.92","26.45","26.22","26.47","25.68","26.27","26.01","25.62","26.1","25.78","26.41","26.87","26.98","27.46"
