"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","56410751.34","56102741.17","59764838.84","61845676.47","57871407.01","60589648.72","55929949.93","59517365.31","57094292.76","60615091.2","59137189.46","57180486.94","59407853.93","65481504.96","60849834.08","62438698.74","58581168.48","55937291.79","60104619.93","58252330.31","61998507.91","60135139.37","61985480.26","58176655.11","58258836.33"
"Max (BQML) Value","776637.19","1138833.62","846452.56","1202323.38","762111.81","3120605.5","796082.38","800299.44","820681.75","849498.19","798190.94","966403.75","868006.25","994048.75","796082.38","1274247.25","786945.5","795145.25","768437.38","834035.69","831927.19","858635.06","851372.44","818573.25","778745.69"
"Mean (BQML) Value","618319.69","614645.94","654752","676990.5","633438.5","663447","612257.44","651262.62","619744.12","657646.12","641924.06","620242.88","644003.12","709928.75","659565.62","675978.44","634348.5","605492.88","649791.25","630438.94","670746.62","650601.88","670290.31","628619.62","629578.06"
"Standard Deviation (BQML) Value","48308","55167.32","34463","64531.64","43877.84","195069.8","46936.97","48967.61","49038.24","59440.2","53029.68","62623.04","52701.34","61641.96","51586.84","75202.62","52294.83","49772.57","42573.41","48763.66","71957.59","52561.23","69411.88","54965.34","55741.64"
"Total (BQML) Value","817189848.59","812727883.78","865778569.6","895922457.8","838349520.37","877727112.06","810224757.34","862193563.99","827091916.9","878095682.56","856686176.85","828340561.99","860607136.06","948592597.18","881496266.5","904513227.65","848631423.3","810331114.61","870700781.26","843867735.4","898136438.34","871142898.59","897947714.24","842771472.65","843961984.34"
"Volume (ml) Value","91.23","91.28","91.28","91.35","91.36","91.33","91.35","91.39","92.13","92.17","92.12","92.19","92.25","92.24","92.26","92.37","92.35","92.38","92.5","92.4","92.43","92.43","92.48","92.55","92.54"
