"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","96836.83","90029.94","98097.75","75831.08","94785.44","88750.82","96694.49","93215.41","84108.14","101062.93","103828.11","88115.59","89094.67","98798.58","79099.71","81560.62","97242.84","88600.77","87730.64","68220.63","85032.94","101646.03","95640.8","102767.46","96583.51"
"Max (BQML) Value","54074.27","50338.63","55319.48","52520.84","52829.05","54998.93","45986.55","44124.9","42263.25","59042.79","76130.55","43508.46","51892.07","53445.5","36049.51","45370.11","60596.22","54998.93","44124.9","42263.25","50030.41","46615.32","56552.36","46307.1","52212.61"
"Mean (BQML) Value","39799.43","36466.35","38589.36","30774.53","38504","34855.34","37966.2","36591.62","33008.85","39644.35","40729.06","35502.56","36078.82","38504.27","30805.68","33147.81","39416.44","34481.91","34103.76","26488.92","33782.33","39303.86","38213.64","39655.32","37269.09"
"Standard Deviation (BQML) Value","4763.89","4860.22","4513.67","6433.41","4186.89","8000.9","2932.18","3887.14","2802.28","7823.53","9638.55","4672.03","4502.84","7116.68","2037.7","4475.62","7607.69","5527.19","3745.59","6113.36","5589.5","3346.19","5031.87","3365.18","4997.06"
"Total (BQML) Value","6504818.79","6047579.74","6589519.01","5093800.09","6367020.79","5961657.33","6495257.36","6261557.53","5649795.03","6788698.76","6974443.99","5918987.22","5984755.36","6636595.9","5313363.97","5478670.45","6532092.02","5951578.37","5893129.35","4582583.15","5711916.7","6827867.13","6424477.92","6903197.48","6487803.16"
"Volume (ml) Value","2.43","2.47","2.54","2.46","2.46","2.55","2.55","2.55","2.55","2.55","2.55","2.48","2.47","2.57","2.57","2.46","2.47","2.57","2.57","2.58","2.52","2.59","2.5","2.59","2.59"
