"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","1806812.77","1598611.36","1465128.27","1626510.66","1705385.73","1600453.04","1612515.22","1628401.74","1523308.86","1775340.31","1758793.81","2022975.59","1731135.57","1717110.71","1742988.01","1710195.99","1687887.68","1757258.27","1724790.06","1692548.2","1450973.64","1858816.13","1786336.42","1789989.48","1893254.26"
"Max (BQML) Value","55516.22","49797.55","48172.25","53063.21","62860.19","48984.9","49797.55","51437.91","55516.22","61234.88","64500.54","57156.57","57156.57","46531.89","50625.25","59594.53","58781.88","78375.84","52250.56","62047.54","50625.25","60422.23","53890.91","64500.54","60422.23"
"Mean (BQML) Value","35686.69","31810.92","28946.53","32724.78","33990.41","32204.76","32559.05","32146.98","30255.47","35328.51","34775.07","41036.32","34410.52","34163.69","34751.42","33829.72","34222.07","35407.13","34599.74","34094.28","29073.92","36559.45","35377.96","35519.43","37555.23"
"Standard Deviation (BQML) Value","7174.12","5938.95","6400.12","7535.19","7094.54","4813.17","6776.89","4769.44","6660.38","8777.92","8092.62","7500.05","6485.81","4565.93","5298.91","6686.54","6280.31","12172.7","6130.37","8821","5919.48","7623.34","5746.33","10055.18","7833.79"
"Total (BQML) Value","121369010.01","107383499.35","98417041.75","109257579.18","114555853.09","107507210.72","108317463.13","109384608.27","102325205.53","119254910.97","118143432.88","135889312.54","116285546.48","115343454.93","117081710.47","114878972.2","113380456.71","118040286.35","115859299.62","113693517.8","97466233.09","124862231.45","119993552.79","120238939.38","127175543.48"
"Volume (ml) Value","50.63","50.25","50.61","49.7","50.17","49.7","49.53","50.65","50.35","50.25","50.58","49.3","50.31","50.26","50.16","50.55","49.32","49.63","49.85","49.64","49.91","50.84","50.49","50.39","50.41"
