"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","866679.28","993626.91","842128.59","870516.98","890285.32","886339.39","903834.6","976572.2","883508.29","833447.7","902190.94","935945.49","915152.39","866654.25","974911.23","847222.2","817848.88","1010102.48","901686.58","850055.92","832516.88","978564.08","793214.47","1021971.43","869532.42"
"Max (BQML) Value","63908.28","89028.7","90591.08","75999.77","71665.86","71353.38","72902.18","81284.7","80034.8","71353.38","67943.3","108891.34","104231.37","71978.34","71353.38","63595.8","70728.42","73839.61","69179.62","89028.7","70415.95","84069.82","62658.38","102057.61","72277.23"
"Mean (BQML) Value","33081.85","38303.66","33075.46","33531.68","34163.06","33490.5","34799.09","37181.05","34432.52","32324","34728.64","35606.02","35489.52","33119.29","37496.96","31943.45","31961.13","38076.95","34592.66","32224.65","31987.24","37138.17","29521.4","37236.32","32226.77"
"Standard Deviation (BQML) Value","10413.4","11469.74","8530.28","8994.08","9621.01","7318.35","8466.26","10003.96","9143.55","9623.85","9251.46","10287.97","9855.55","7676.87","10173.14","8048.99","7453.06","8698.51","8908.92","8673.29","8692.64","10609.15","5681.67","13907.88","7872.38"
"Total (BQML) Value","58217435.51","66744887.09","56568292.65","58475225.57","59803124.17","59538064.34","60713269.25","65599271.51","59347890.66","55985171.38","60602860.22","62870253.91","61473519.39","58215754.68","65487699.16","56910445.65","54937351.97","67851600.43","60568980.52","57100794.97","55922645.53","65733071.78","53282585.14","68648872.93","58409089.71"
"Volume (ml) Value","26.2","25.94","25.46","25.96","26.06","26.47","25.97","26.27","25.66","25.78","25.98","26.29","25.79","26.17","26","26.52","25.59","26.53","26.07","26.38","26.03","26.35","26.87","27.45","26.98"
