"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","18056.37","18937.1","18013.21","13082.5","21770.09","18879.01","17048.61","13660.39","14556.42","12374.91","15807.06","19471","18760.35","22109.02","15347.69","17833.89","15593.69","18892.95","15035.97","16890.93","17660.45","19293.26","18111.05","20787.42","21715.47"
"Max (BQML) Value","43266.23","43266.23","40000.57","33469.25","53063.21","42453.58","46531.89","34296.95","33469.25","31843.95","35922.26","40813.22","44093.93","47359.59","36734.91","42453.58","34296.95","39187.92","35109.61","35109.61","35922.26","43266.23","45719.24","43266.23","45719.24"
"Mean (BQML) Value","36445.32","38131.34","36184.25","26216.9","43626.55","40335.86","34042.98","28783.23","28860.63","24334.29","30794.87","37845.06","36379.59","42676.11","29591","34384.5","31249.24","37860.85","28890.48","32454.64","33360.66","36404.1","36468.03","39004.27","40474.28"
"Standard Deviation (BQML) Value","3661.15","2667.13","1590.1","3252.58","4212.26","1277.36","5703.94","2429.57","1603.2","2267.94","2632.5","2267.34","3030.46","1695.39","2159.07","2389.88","1785.83","1056.58","2034.78","1183.44","816.44","2549.04","3591.05","2331.26","1593.55"
"Total (BQML) Value","1212900.39","1272061.5","1210001.32","878790.57","1462361.85","1268159.54","1145205.86","917609.45","977798.11","831259.38","1061807.16","1307925.36","1260188.99","1485128.74","1030950.44","1197955.98","1047474.4","1269095.61","1010011.13","1134614.24","1186304.94","1295986.02","1216573.52","1396352.85","1458692.96"
"Volume (ml) Value","0.5","0.5","0.5","0.5","0.5","0.47","0.5","0.47","0.5","0.51","0.51","0.51","0.52","0.52","0.52","0.52","0.5","0.5","0.52","0.52","0.53","0.53","0.5","0.53","0.54"
