"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","32950938.86","31539208.23","30018563.85","32249321.15","31937717.1","30998664.57","31053333.54","33321713.71","33132558.75","34409903.28","29786589.61","33046203.2","30281548.03","33754099.65","30579087.3","34065606.53","34043463.28","35278453.62","30938514.48","33518167.94","32183347.42","32849648.42","32291011.65","31127388.93","33358075.27"
"Max (BQML) Value","786945.5","774528.69","719238.69","822790.31","834035.69","729312.69","843172.62","744775.12","796082.38","851372.44","717130.12","759066.19","869880.5","786945.5","730484.06","787882.62","845281.12","863789.25","725329.94","728375.56","765391.75","852543.81","791865.38","783665.56","849498.19"
"Mean (BQML) Value","652149.94","623715.38","593716.25","637366.94","630485.94","612281.75","613461.94","657538.75","654144.75","679354.44","584286","648190.62","594011.06","662255.12","599060.81","667435.81","666902.75","691432.5","605766.31","656488.06","626330.31","638602.5","627119.75","604594.12","647287.69"
"Standard Deviation (BQML) Value","56333.36","40280.14","49617.24","75746.59","41894.25","48392.34","59433.03","43319.81","46817.43","67526.84","39102.26","39625.02","44810.61","48174.53","41495.87","43903.59","52113.47","59635.52","42407.26","33921.01","38375.19","56213.73","54993.6","42898.96","61034.94"
"Total (BQML) Value","477341146.75","456890223.65","434861530.15","467177217.85","462663190.66","449059681.08","449851638.77","482712347.15","479972168.87","498476318.52","431501053.86","478721186.09","438671229.55","488976071.54","442981508.41","493488691.05","493167914.6","511058503.73","448188321.63","485558265.67","466221494.72","475873810.95","467781163.92","450924436.25","483239095.98"
"Volume (ml) Value","50.53","50.57","50.56","50.6","50.66","50.63","50.62","50.68","50.65","50.65","50.98","50.98","50.98","50.97","51.05","51.04","51.05","51.02","51.07","51.06","51.38","51.44","51.49","51.48","51.54"
