"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Series Date","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28","2026-05-28"
"Integral Total (CNTS*ml) Value","220.81","312.11","319.2","314.44","280.36","346.49","309.05","288.08","309.48","344","255.76","282.48","239.39","308.02","341.08","269.88","330.2","249.89","203.77","283.75","299.25","300.12","341.23","346.88","303.49"
"Max (CNTS) Value","199","223","204","226","217","383","163","234","294","233","186","222","205","268","250","210","324","146","190","218","243","230","245","232","219"
"Mean (CNTS) Value","89.79","128.31","125.57","123.52","114.33","136.11","121.38","115.68","121.49","134.88","100.26","114.23","97.81","120.01","133.17","108.11","133.78","97.12","79.18","110.23","118.91","120.43","132.28","134.13","117.11"
"Mean Ratio (-) Value","1","1.43","1.4","1.38","1.27","1.52","1.35","1.29","1.35","1.5","1.12","1.27","1.09","1.34","1.48","1.2","1.49","1.08","0.88","1.23","1.32","1.34","1.47","1.49","1.3"
"Volume (ml) Value","2.46","2.43","2.54","2.55","2.45","2.55","2.55","2.49","2.55","2.55","2.55","2.47","2.45","2.57","2.56","2.5","2.47","2.57","2.57","2.57","2.52","2.49","2.58","2.59","2.59"
