"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","3454749.74","3090465.57","3521100.45","3150662.31","3102831.02","2663560.28","3539381.84","3128161.92","3348640.24","3147747.98","2857460.72","3627401.23","3043078.46","3168084.9","3175988.78","3034498.86","3198973.57","3360258.66","3376067.67","3220450.41","3270292.58","3057279.63","3152682.77","3611299.34","3471342.34"
"Max (BQML) Value","68578.86","54703.57","60422.23","64500.54","50625.25","54703.57","66125.85","51437.91","86547.51","51437.91","55516.22","105313.77","53063.21","62047.54","62860.19","53063.21","56328.87","54703.57","58781.88","53890.91","61234.88","57969.23","57969.23","88985.47","61234.88"
"Mean (BQML) Value","38386.16","32478.25","37223.3","34742.6","34206.4","29386.92","37088.07","34493.35","37330.42","34827.55","31577.87","38007.79","33886.02","34841.38","34980.99","33395.65","35349.38","35447.77","35849.87","35714.54","34400.16","34164.45","35100.93","39206.53","38576.65"
"Standard Deviation (BQML) Value","7005.69","5617.74","7730","9426.4","5772.88","7100.69","7731.76","6218.87","9230.21","4414.86","7036.02","8498.66","7264.67","7130.77","7488.81","7076.73","6770.26","6256.81","7212.32","5264.52","6556.56","7098.98","6435.64","12139.74","7606.17"
"Total (BQML) Value","232065858.01","207595802.45","236522833.71","211639397.59","208426426.96","178919299.47","237750849.45","210127978.78","224938166.51","211443633.2","191944171.03","243663374.74","204412668.78","212809724.84","213340652.09","203836351.46","214884608.7","225718610.3","226780548.56","216327272.51","219675319.68","205366603.99","211775117.53","242581762.5","233180432.76"
"Volume (ml) Value","90","95.15","94.59","90.69","90.71","90.64","95.43","90.69","89.7","90.38","90.49","95.44","89.8","90.93","90.79","90.87","90.5","94.79","94.17","90.17","95.07","89.49","89.82","92.11","89.99"
