"Statistic  ","BG- 1","BG- 2","BG- 3","BG- 4","BG- 5","BG- 6","BG- 7","BG- 8","BG- 9","BG- 10","BG- 11","BG- 12","BG- 13","BG- 14","BG- 15","BG- 16","BG- 17","BG- 18","BG- 19","BG- 20","BG- 21","BG- 22","BG- 23","BG- 24","BG- 25"
"Workflow Name","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon","Quantitative Recon"
"Integral Total (BQML*ml) Value","82847.46","60861.02","83548.21","81528.44","76444.71","67417.37","103434.74","99974.46","77529.98","111072.77","63347.05","97373.12","76212.24","100311.64","62524.15","95969.19","100331.27","94263.19","88481.18","79483.41","98167.37","107257.91","75475.67","87612.04","87783.1"
"Max (BQML) Value","50625.25","44093.93","46531.89","35922.26","40813.22","33469.25","59594.53","51437.91","38375.27","50625.25","32656.6","47359.59","35922.26","46531.89","28578.29","44906.59","44906.59","48172.25","44906.59","47359.59","48172.25","48984.9","43266.23","40813.22","37562.61"
"Mean (BQML) Value","33867.52","24765.06","32858.21","32041.36","30043.41","26489.39","42407.35","39235.7","31290.08","43734.41","24791.49","38767.45","30802.67","39157.56","24406.87","37436.34","39137.93","38403.32","34515.36","32194.51","38276.04","43070.5","30431.73","33955.47","33912.2"
"Standard Deviation (BQML) Value","5711.97","6868.63","3683.59","1855.33","3020.72","2506.87","7211.65","4015.79","3601.07","3772","3441.9","3643.32","1387.15","2228.86","1318.14","4049.65","2081.93","4093.71","4203.77","5107.88","5124.67","3140.19","3397.17","2772.09","1760.95"
"Total (BQML) Value","5565111.45","4088216.2","5612183.1","5476509.14","5135019.33","4528626.22","6948020.48","6715582.95","5207920.6","7461089.71","4255210.71","6540843.37","5119403.74","6738232.68","4199934.04","6446537.05","6739550.82","6331940.1","5943544.88","5339138.15","6594195.34","7204833.89","5069926.3","5885162.52","5896653.2"
"Volume (ml) Value","2.45","2.46","2.54","2.54","2.54","2.55","2.44","2.55","2.48","2.54","2.56","2.51","2.47","2.56","2.56","2.56","2.56","2.45","2.56","2.47","2.56","2.49","2.48","2.58","2.59"
